,Wavelength (nm),10.54,2.34,3.51,4.68,5.85,7.03,8.2,9.37
39,1023.154152548806,-0.5533319715919689,2.1541760370764167,1.6962921602546703,-0.5450107151119017,-0.5481006589595048,-0.5498293858779407,-0.5516671111936001,-0.5534670476941539
40,1025.690050376767,-0.5533684146676748,2.2840442476733305,1.6842594385771594,-0.5459668181695833,-0.5511530654090872,-0.550409332587107,-0.5526235162276537,-0.5530910886466265
41,1029.4902987643673,-0.5532225481134865,2.06134432456493,1.6487847352006084,-0.54598297726659,-0.5517082643709378,-0.5507068015412121,-0.5528637970041678,-0.5528829309193761
42,1032.02139878654,-0.5526858670441506,2.160922952342668,1.6356095081231818,-0.5466326944253144,-0.5481598067869193,-0.5509752479649018,-0.5526334401280151,-0.5528177393874081
43,1035.814450465458,-0.5507272411730666,2.218921213529788,1.6792441437259802,-0.547257432936374,-0.5509332608056468,-0.5518269693105283,-0.5525345064380202,-0.5528454045182553
44,1038.3407526818423,-0.5506162662405791,2.1138573164861896,1.6554036572013506,-0.5470734532174834,-0.5516609729567941,-0.5520550521461864,-0.5520871329610395,-0.5521631776656031
45,1042.1266076520778,-0.5506166257914187,2.7267553050629334,1.7026296855866525,-0.5475621627990825,-0.5493590804995363,-0.5517959960323278,-0.5522363971818495,-0.5510911035159444
46,1044.6481120626745,-0.5502847291152163,2.816351793436445,1.6485705950234784,-0.5481594323966432,-0.5501038446286131,-0.5513134180513248,-0.5520740557151883,-0.5497162444158356
47,1047.1676973509557,-0.5490974539435184,2.3741188344403734,1.6842669649237052,-0.5486851755881051,-0.5499660288107227,-0.551121161103031,-0.5518445244829487,-0.5503082153362143
48,1050.943476929036,-0.5479394317284124,2.2530686419968093,1.6508743341538417,-0.5482039762452093,-0.5529386209077206,-0.5512071142676064,-0.5508295497823021,-0.5498338517246891
49,1053.458264411529,-0.5477283546099542,2.0902259791909006,1.6892858676714055,-0.5481406100585661,-0.5519949415559866,-0.5513684320174561,-0.5495251733333937,-0.5494833999009234
50,1057.2268472809274,-0.5466500144123871,2.297510018699428,1.6266965618096485,-0.5478242479742872,-0.5484997017310629,-0.5510227076139783,-0.5495732138726809,-0.5482211763282119
51,1059.736836957632,-0.5460173779131893,2.061064842412432,1.7159026065217555,-0.5479971020204528,-0.5516552887964347,-0.5504815737921422,-0.5494034065075787,-0.5473251983634408
52,1063.4982231183478,-0.5451131273502674,2.1664003792899957,1.6691964365145229,-0.5480093054568442,-0.5489446736377982,-0.5491922924139998,-0.5488506135956819,-0.5470001469064492
53,1066.0034149892645,-0.5445488920125006,2.433904180496559,1.6824060571754833,-0.5479605277044057,-0.546315536067267,-0.5485325902297965,-0.5478534170825329,-0.5463051951441587
54,1068.5066877378658,-0.5439043612239206,2.056828397770233,1.6659238252084076,-0.5477164548504134,-0.5474485534221429,-0.5488702823907651,-0.5472077883949897,-0.5451836505402692
55,1072.2579985064267,-0.5431509845551176,2.5866125874243107,1.6567355009555649,-0.5475855576631817,-0.5473533308894754,-0.5486577249201479,-0.5467028485081894,-0.5448399205611644
56,1074.7564734492398,-0.5429750425212696,2.2658264033093327,1.6262780392057363,-0.5461455380179643,-0.5498404824937914,-0.54791320692195,-0.5463220276597437,-0.544226585633803
57,1078.5005875091183,-0.5418107687541205,2.28802678537428,1.6441728996726497,-0.5453364296725279,-0.5486566830056194,-0.5466519586960161,-0.5455877154612369,-0.5437574384097987
58,1080.9942646461436,-0.5418718873430162,2.2799759475831984,1.6490286206076878,-0.5460341855599984,-0.5438914516255624,-0.5461753937565534,-0.5446905952131564,-0.5428034786630526
59,1084.7311819973402,-0.5409332678097367,2.6106601630898796,1.6846697669369672,-0.5455038881154168,-0.5467111126129328,-0.5457665755758538,-0.5443461966274911,-0.5429931472489031
60,1087.2200613285768,-0.5405584603209868,2.6030459043096137,1.6482709855284623,-0.544836494742475,-0.5454272931409306,-0.5455496339885088,-0.5438860759145514,-0.5422697485111388
61,1089.7070215374983,-0.5408057341014336,2.1316260378324645,1.6511429511819713,-0.5438132952930942,-0.5433828201288419,-0.5447183481631769,-0.5432422220165323,-0.5416547902782173
62,1093.4338634965395,-0.5398870801876989,2.324429449539036,1.6254022103695145,-0.5437034166322354,-0.5431304221069652,-0.5443414688624381,-0.5428165623373684,-0.5412115894672704
63,1095.916025899673,-0.5395335110881189,2.0482903034848503,1.6406759909352813,-0.5428221042151181,-0.5434884017344551,-0.5439774282412057,-0.5428930163019431,-0.540640857830297
64,1099.635671150032,-0.5388637803193597,2.4698828457957434,1.6170242724878647,-0.5431206931774291,-0.5455188511888587,-0.5436290984569161,-0.5422510849255995,-0.5405747766900998
65,1102.1130357473774,-0.5380889004558018,2.4854544744851927,1.6194366816251515,-0.542931025887069,-0.5457284002843952,-0.5430234007462919,-0.5412726561831098,-0.5404827261558333
66,1105.8254842890537,-0.5369351839487184,2.262414948218163,1.6753990451592304,-0.5423999499373636,-0.5414664197182056,-0.5426491216723647,-0.5414215151165733,-0.5397594085263739
67,1108.298051080611,-0.5366310910936506,2.509922228315681,1.6572389250080686,-0.5424674558313359,-0.5428904346513713,-0.542777509905515,-0.540694662759728,-0.5394133304327141
68,1110.7686987498528,-0.5359169940217764,2.7604703527516605,1.6480062645396882,-0.5423618960157869,-0.5432505841519257,-0.5422564697548765,-0.5404780497680028,-0.5385643481013549
69,1114.4710718993742,-0.5345647041401665,2.5747112790048226,1.6571296119770555,-0.542547772376228,-0.5404227233295996,-0.5414202998201133,-0.5407510274226731,-0.5378133130320962
70,1116.9369217628278,-0.5340146977153304,2.374962477569329,1.6446141861474382,-0.5420924102229371,-0.5410201196840283,-0.5413535398909736,-0.5404908912748354,-0.5369422931525658
71,1120.6320982036673,-0.5329215521367745,2.8926155382854564,1.6738045063159217,-0.5418496782719331,-0.5411540874424954,-0.5411081412149891,-0.5395307303496214,-0.5362994128696977
72,1123.0931502613323,-0.5314390370664017,2.2511972317201003,1.6504251559399667,-0.5419892798628436,-0.5435394380826509,-0.5403923862122236,-0.5388646514847502,-0.5353841103856765
73,1126.7811299934895,-0.5293344356384664,2.555270587699244,1.632979100880558,-0.5415254646781198,-0.5423292991008857,-0.5404417382476283,-0.5386550808596154,-0.5348026592041868
74,1129.237384245367,-0.5274958955838865,2.532181469606201,1.6635037752962696,-0.5406820297526164,-0.5395950997217442,-0.5409429488795033,-0.5378339403354954,-0.5340752472931848
75,1131.691719374929,-0.5255463225642129,3.7249776653073474,1.6978867821912251,-0.5405441610890575,-0.5431009693582062,-0.5403151749188723,-0.5370860267717522,-0.5331939365147135
76,1135.3696237149306,-0.5236117651341609,2.101234301998112,1.658575681574199,-0.54076294638292,-0.5409501152291618,-0.5399831030860323,-0.5366256147334317,-0.5318096457974179
77,1137.8191610387046,-0.5214958636081337,2.2434689253041635,1.6882656911561118,-0.5403980754563571,-0.5386917029318936,-0.5394320065160588,-0.5359378975828917,-0.5304366784668441
78,1141.4898686700246,-0.5184137016632453,2.3429333151925014,1.6291993639147913,-0.5399101231334111,-0.5392206915268928,-0.5389686078935927,-0.534759891538704,-0.5279548111384126
79,1143.9346081880099,-0.5164450125997094,2.3702817249977857,1.6188855546876098,-0.5404073078784383,-0.5387027369431749,-0.538219933337695,-0.5339762016454929,-0.5260347538848655
80,1147.5981191106475,-0.512798183291225,2.267368275751328,1.637775543594497,-0.5408481763785989,-0.5373520363823442,-0.5371948243598512,-0.5333707431960136,-0.524665519815581
81,1150.038060822845,-0.5110331041053429,2.5039521779924168,1.6194149021683717,-0.5403618557081911,-0.539281654349449,-0.5369797339495662,-0.5324411523785517,-0.5233116337368374
82,1152.4760834127271,-0.5091755607912384,2.3332572200846946,1.6523974472579015,-0.5397481108732812,-0.5370796961663121,-0.5365049033118284,-0.5310040183004193,-0.5197243100388879
83,1156.1295189432096,-0.5066271041825596,2.2453749204486444,1.6460768203123362,-0.5394548322184327,-0.5370787347625191,-0.5354127972567945,-0.5293554646381416,-0.5180149890111474
84,1158.5627437273035,-0.5050353503344369,2.314554141715352,1.5963984393458075,-0.5395675099525488,-0.5343425788966093,-0.5347567452012817,-0.5276893174059272,-0.5157792262999084
85,1162.2089825491034,-0.5019023182731472,2.255727501982957,1.6552548832587626,-0.5388467901504179,-0.5340985842914042,-0.5341708859759611,-0.5251443543976964,-0.5124229645494897
86,1164.6374095274095,-0.4996524357541466,2.38361215558201,1.6751224390200703,-0.5377044200523643,-0.5333911199458214,-0.5333464007110229,-0.5239367561618119,-0.5105797062133925
87,1168.2764516405273,-0.4965224400077501,2.5259794642110993,1.6689079766169133,-0.5375925804576409,-0.5318373775750144,-0.5320754948597349,-0.5217873335693449,-0.5087199275609651
88,1170.7000808130451,-0.49434643459773,2.5809026245018463,1.6489889569019205,-0.5369905500636748,-0.5332682314492802,-0.5306539970337839,-0.5187863432690654,-0.5069048893501389
89,1173.1217908632475,-0.4920738065275012,2.5493154314054887,1.6751867258926283,-0.5360337396630095,-0.5313384630097553,-0.5291603263786226,-0.5183740524876362,-0.5046546477542802
90,1176.7507575842099,-0.4889301843515529,2.243259570997602,1.6450396252016817,-0.5356513736377859,-0.5291881983702532,-0.5273170683063035,-0.515640442598149,-0.5026477335448365
91,1179.1676698286242,-0.4876781958424574,2.2812320027657185,1.6476288999333766,-0.5353715103354731,-0.5264905744051688,-0.5258871457692944,-0.5133841673955303,-0.5001476613472126
92,1182.7894398409046,-0.4851978385666849,2.3194238665124214,1.596214911070739,-0.534268900221735,-0.5251503995012624,-0.5246478122639371,-0.5105398500977212,-0.49724298996102706
93,1185.2015542795307,-0.4829175205284031,2.6607128606487844,1.6395589260099603,-0.5330703617392357,-0.5215488477559966,-0.5226704630477484,-0.5088132475788326,-0.494911497937599
94,1188.816127583129,-0.4799492227559058,2.47412924855164,1.6640436893014894,-0.5319441159414297,-0.5202286812693419,-0.5206233960640302,-0.5070324578715437,-0.4927949950188521
95,1191.2234442159668,-0.4792925225327536,2.131253483095018,1.6582166542651362,-0.5302373146555167,-0.5185750378016122,-0.5185796001246171,-0.5054276003323592,-0.4905931998383193
96,1193.6288417264896,-0.4784155200318574,2.1805096132582222,1.6585063028494706,-0.528882348176148,-0.5193598584973068,-0.5165881631971164,-0.5035016348133748,-0.4881147523551023
97,1197.2333396379322,-0.477225596123759,2.3089878148729084,1.6226645355844125,-0.5273771395547502,-0.5176212095758429,-0.5142438703775971,-0.5011920844746859,-0.4865008966867889
98,1199.633939342667,-0.4772211786733741,2.1619238855644243,1.6917122169259888,-0.5269736030868613,-0.514258386183908,-0.5122883991090379,-0.4991221620252176,-0.4850378003291204
99,1203.2312405454275,-0.4774907727219627,2.067697735368205,1.690472743652088,-0.52552342667259,-0.5127140210121697,-0.5104175526209521,-0.4960740798753098,-0.4815329066851746
100,1205.627042444374,-0.4774196307838721,2.2047110319108185,1.640720281240161,-0.5238798815977426,-0.5084673218576029,-0.5086202640086922,-0.493889324402466,-0.48012456004365
101,1209.2171469384525,-0.4772869955679008,2.264019834761606,1.6481175385423583,-0.5217124847626277,-0.5060360961847931,-0.5070423937108994,-0.4915938797829413,-0.4795418333101963
102,1211.6081510316105,-0.476799759422749,2.2591325529601494,1.6645424231691688,-0.5199582953411832,-0.5052608701527476,-0.5053956910880942,-0.4896398347988588,-0.4781403004319265
103,1213.9972360024535,-0.4764622098037212,2.238119012398889,1.6760759630073463,-0.5181666924636276,-0.5034678622565499,-0.5037027409453639,-0.4884391895796067,-0.477546236040589
104,1217.5772651043767,-0.4768014130261514,2.10551536138233,1.6735470868399804,-0.5156452146856777,-0.5053306253272831,-0.5010545760099463,-0.4868141815277319,-0.4773927590799285
105,1219.9615522694314,-0.4772900034070356,2.3785630633315327,1.6778756658863976,-0.5146291629324996,-0.5029232484355797,-0.49899166917527205,-0.4849504565944263,-0.4777667442270547
106,1223.5343846626724,-0.4778202174443496,2.447814933690042,1.6721876945713536,-0.5125023648708481,-0.4997053307761632,-0.4971981708802397,-0.4816571596212763,-0.4778602589353648
107,1225.9138740219391,-0.4785512495469194,2.4225429423316593,1.6642481675380179,-0.5107972295383622,-0.4975072718332274,-0.4948899971902193,-0.4805614422209963,-0.4774981376465464
108,1229.479509706498,-0.480025484897695,2.5233806081914234,1.6505374820045549,-0.5089155289011748,-0.4932814519717977,-0.4928222524493717,-0.4798710817359848,-0.4771205113899344
109,1231.8542012599764,-0.4806431700654677,2.206472129590606,1.658723939035004,-0.507270051724833,-0.4902710482623615,-0.4907982263600476,-0.4787286957956983,-0.4767976110470958
110,1234.2269736911396,-0.4812750999306051,2.0628087422342043,1.6644784610655254,-0.505845931125716,-0.4899955804592666,-0.4894883459064838,-0.4782861417258546,-0.4767775633978016
111,1237.7825339835429,-0.482458836446631,2.497450505026162,1.6744255713989626,-0.5041567875363281,-0.4886700207318234,-0.4878881862386377,-0.4782236600885842,-0.4774147816009458
112,1240.150508608918,-0.4831957173687713,2.44791788191187,1.6924298663248647,-0.5028184413741991,-0.4898724637668361,-0.4862632748530411,-0.4789264038458021,-0.4778873025325771
113,1243.6988721926393,-0.4843988394263361,3.071882007306125,1.6656624608533062,-0.5005703609111279,-0.4870817462728016,-0.4841485398932078,-0.4785130206285819,-0.4787135675325075
114,1246.0620490122262,-0.4856786430388539,2.3058464725371404,1.6631867645380742,-0.4991886702831593,-0.4853959771932345,-0.4819883605820148,-0.4780640437452587,-0.4798070603148978
115,1249.6032158872654,-0.4863129218085808,2.402863945092337,1.66961164802279,-0.496755902303186,-0.4831101718582333,-0.4813335573095143,-0.4779802024058921,-0.4806078128073578
116,1251.961594901064,-0.4867257077029924,2.1564783482206984,1.6967282569464972,-0.494798391385355,-0.4820813596519048,-0.4802473050274745,-0.4774935517161632,-0.481295430900162
117,1255.4955650674208,-0.4878823122401401,2.4077690151678466,1.6618854621577757,-0.4930370546948456,-0.4796756094933435,-0.4793564217180618,-0.477228296461344,-0.4822729095723231
118,1257.8491462754316,-0.4887220963642779,2.4774732427021102,1.6759047002673253,-0.4917902047003882,-0.4801070055817966,-0.4791022411349985,-0.4776096175824648,-0.4829957402869738
119,1260.2008083611265,-0.4893540004082443,3.070290685649207,1.7051153480767358,-0.491299535440329,-0.4801784868789376,-0.479087755992712,-0.4784906468645833,-0.4837069478645906
120,1263.7247031353281,-0.4906324256478134,2.2377067310072016,1.6774946046618726,-0.4899019913204765,-0.4833642748593977,-0.4794880706444974,-0.4789292072336505,-0.4854356826288144
121,1266.0715674152352,-0.4912034144387858,2.1714995734896867,1.6819176681437065,-0.4881338458404076,-0.4835849472846859,-0.4792880562732078,-0.4795924526385237,-0.4864213344270787
122,1269.5882654807547,-0.4920910802955946,2.3179093571267564,1.6730946146619217,-0.4858321664102252,-0.4821606570251014,-0.4789052969934592,-0.4807452952507638,-0.4864938096359415
123,1271.9303319548735,-0.4923526702619124,2.3946812840469507,1.6855450684302264,-0.4847775015288314,-0.4815669064127383,-0.4785777350817794,-0.4814601746807641,-0.4870032090871974
124,1275.4398333117108,-0.4927855107483608,2.5443733748712645,1.6868467815205284,-0.4841254509629208,-0.4789032982027353,-0.4781958762576538,-0.482279430060332,-0.4880922973720763
125,1277.7771019800416,-0.4934155521297364,2.897247794775587,1.693446553356992,-0.4829840763760275,-0.4781495180389172,-0.4781567565823653,-0.4829634243325661,-0.4888691505296057
126,1280.112451526057,-0.493670386080767,2.2498732811646893,1.6888810313873783,-0.4821868737605346,-0.479113551635786,-0.4781755706947961,-0.4840276231069295,-0.4896228913906501
127,1283.611877490739,-0.4937637500935188,2.2805633210063068,1.6909666546542714,-0.4819705129353821,-0.4802301101180499,-0.4788968019992398,-0.4844737052995602,-0.4905468859787189
128,1285.9424292309666,-0.4936624677123978,2.157764496156496,1.7160535772224907,-0.4821545734001733,-0.4845215233378041,-0.4793061466465519,-0.4853022772238908,-0.4911994156749095
129,1289.4346584869659,-0.4936711752778808,2.3065462307816134,1.744827464853262,-0.4820662189597436,-0.4843731504034757,-0.4796247034774622,-0.4856581526273717,-0.4919363064897189
130,1291.7604124214051,-0.4937966354984028,2.6210278304039423,1.663593193463211,-0.4824186399862802,-0.4845362702173059,-0.480694781839052,-0.4876103978418908,-0.4920885151048959
131,1295.2454449687225,-0.4944549137683075,2.629706071155808,1.6174484515544512,-0.4817831322657027,-0.4851859025783343,-0.4819378787514532,-0.487367493792767,-0.492642850500288
132,1297.5664010973735,-0.494462366440122,2.2354547189586573,1.6901408734926504,-0.48117944473778,-0.4836737990082466,-0.48249700953659,-0.4880424211281212,-0.4929879127172042
133,1299.8854381037092,-0.4946069885678498,2.198070301549293,1.7075397405137045,-0.4807997243155938,-0.4837373205970415,-0.4833587561247635,-0.4894112720064845,-0.493565017064138
134,1303.3603952588714,-0.4946336077001041,2.4638838329329493,1.6959092369302475,-0.4806410386417584,-0.4849951611902108,-0.4838601707730409,-0.4900222517790146,-0.493804974411857
135,1305.674634459419,-0.4944877861929535,2.5415792439465807,1.7049958944247494,-0.4810251938936401,-0.4858897464094472,-0.484608828461397,-0.4906954539025623,-0.4934769127218232
136,1309.1423949058992,-0.4943668213264166,2.2371298027153075,1.7210814617103345,-0.4813791120228976,-0.4894405167804685,-0.4851870099360721,-0.4913260055826594,-0.4936729581228314
137,1311.4518363006587,-0.4941118854329104,2.103578092330074,1.7166681286702081,-0.4824279317689977,-0.4895820025691181,-0.4859511636126088,-0.491805372090218,-0.4935630186864219
138,1314.9124000384566,-0.4942183680872436,2.3314047994614047,1.6985685685250176,-0.4825130267307686,-0.4907833184380858,-0.4872910217260864,-0.4922790497073051,-0.4938251934460264
139,1317.2170436274275,-0.4936292160618058,2.2790582621241473,1.7156988960359991,-0.4828438346534069,-0.4892810129656018,-0.4880223650815126,-0.4924913162768695,-0.4941159160856786
140,1319.5197680940835,-0.4934114435893163,2.3839403453795684,1.7329168171930758,-0.4848317937497258,-0.4898181788972227,-0.4880385493452274,-0.4929242103503269,-0.4943903685071527
141,1322.9702564397262,-0.493351083276221,2.140502701633483,1.6883319170369409,-0.4847411661401214,-0.489117739906822,-0.4887226974391095,-0.4932227259289282,-0.4945925459959623
142,1325.2681831005941,-0.493393171268288,2.535108139960604,1.7212186322857952,-0.4855856155951921,-0.4905089332605963,-0.48946627971274304,-0.4934926708506583,-0.4944840524593638
143,1328.7114747375545,-0.4930827317967182,2.3998149439786336,1.7045859841636888,-0.4865092312145312,-0.4915571600540438,-0.4901854757661452,-0.49354086400648,-0.4943630334358273
144,1331.0046035926339,-0.4929065370766157,2.464822561763349,1.6736267376668763,-0.4870942120522602,-0.4948698926444199,-0.4910693936236977,-0.4936562346740648,-0.4945121579301547
145,1334.440698520912,-0.4925792511009977,2.3112391855492085,1.6660113263938263,-0.4874304652835224,-0.4957381619476927,-0.4915820568432964,-0.4936106795796736,-0.494118570616621
146,1336.7290295702035,-0.4922417464504568,2.41779764061346,1.654922764463172,-0.4882888338740342,-0.4953248836695802,-0.4919866926205773,-0.4935650743316442,-0.4940768196239322
147,1339.0154414971796,-0.4917126986102817,2.3339702423338604,1.6661343846383745,-0.4889461668170016,-0.4950862896594552,-0.4926009326595855,-0.4936591484846338,-0.4939506784223654
148,1342.4414610333024,-0.4914832305916788,2.3528024960637643,1.6734237474008657,-0.4890871082305773,-0.4928104398877717,-0.4927911652523467,-0.4939070945184701,-0.4933706611402525
149,1344.7230751544907,-0.4908435023146136,2.1430660172459466,1.7246793927474926,-0.4905934343549807,-0.4923267187736048,-0.4929146901140969,-0.4941086141596402,-0.4931647499001881
150,1348.1418979819314,-0.4901172045935245,2.2211125131141918,1.68959687808525,-0.4908497863440245,-0.4930354666821972,-0.4929739734477007,-0.4944043026782873,-0.4932940161614498
151,1350.4187142973312,-0.4897513534649986,2.654767430299949,1.6943212220000117,-0.4908819271567032,-0.4936074673698878,-0.4932435505094261,-0.4944736292600563,-0.4931074831707469
152,1353.8303404160895,-0.4891055764424023,2.2333491748530743,1.6790040837250493,-0.4915522219074639,-0.4976665940265633,-0.4936989509696661,-0.4955900133690828,-0.4928849386220081
153,1356.1023589257015,-0.4882176591329286,2.3743483510641186,1.6983245593123906,-0.4925540790278888,-0.4964201160612079,-0.4934145954234274,-0.49372252031169506,-0.4924999396718749
154,1358.372458312998,-0.4877736764721094,2.3917796999672194,1.6916733898017149,-0.493185166025101,-0.4953036280403832,-0.493579972242883,-0.4941803492692101,-0.4924594414397607
155,1361.7740090396012,-0.4868451302239214,2.364139396405576,1.7076590343042624,-0.4935295189441104,-0.4950305533287455,-0.4934952794665535,-0.4938956618384043,-0.4921189989881858
156,1364.0393106211093,-0.4861658676579087,2.193059281091306,1.6968190033621542,-0.4943454830786085,-0.4928466374986684,-0.4935415023333426,-0.4943717399708427,-0.4915419981019578
157,1367.4336646390307,-0.4848714096866957,2.1711411510283822,1.6606958407557941,-0.4946253186524144,-0.4923782366948896,-0.4933428997942241,-0.493862507409129,-0.4913761582472551
158,1369.6941684147505,-0.4842299218354088,2.3170948640004267,1.68420934922188,-0.4945019252597045,-0.4929817366376521,-0.4934812577639783,-0.4933894002934123,-0.4909590317118205
