,Wavelength (nm),intensity,reference,reflectance,absorption
0,901.1453606559668,60982,19124,3.1887680401589624,-0.5036229286054835
1,903.771937013324,69688,21576,3.2298850574712645,-0.5091870672864613
2,907.7082031950188,80307,24788,3.2397531063417784,-0.5105119149476803
3,910.3299817465878,85948,26596,3.2316137765077455,-0.5094194508790327
4,912.9498411758417,91318,28240,3.233640226628895,-0.5096916988475924
5,916.8760319653812,99339,30908,3.2140222596091625,-0.5070488802655186
6,919.491093588847,105144,32956,3.190435732491807,-0.5038500007041274
7,922.1042360899974,111829,35196,3.1773212865098306,-0.5020611323290038
8,924.7154594688325,119365,37660,3.1695432819968135,-0.5009966866976896
9,928.6286961827441,132853,41632,3.1911270176787085,-0.5039440909309325
10,931.235121755791,143066,44712,3.1997226695294327,-0.5051123382222562
11,933.8396282065228,154572,48104,3.213287876268086,-0.5069496354407703
12,937.7427895282791,173459,53908,3.2176856867255323,-0.507543618635739
13,940.3424981732226,187272,57824,3.238655229662424,-0.5103647177463033
14,942.9402876958508,200811,61812,3.248738109105028,-0.5117147029255301
15,945.5361580961638,214507,65824,3.2587961837627613,-0.5130571990551558
16,949.4263653422921,233904,71456,3.273399014778325,-0.5149989473655379
17,952.017437936817,246569,74928,3.29074578261798,-0.5172943333819979
18,954.6065914090266,258778,78308,3.304617663584819,-0.5191212198880518
19,958.4867232629997,277473,83212,3.334531077248474,-0.5230347693224126
20,961.0710789294211,289713,86420,3.3523837074751217,-0.5253537213251783
21,963.6535154735272,302503,90072,3.358457678301803,-0.5261398798951552
22,966.234032895318,315320,93668,3.3663577742665587,-0.5271602706215732
23,970.1012106736632,335102,98948,3.3866475320370295,-0.5297699994622319
24,972.6769302896658,348408,102420,3.4017574692442882,-0.5317033470415152
25,975.2507307833533,361751,105804,3.4190673320479377,-0.53390765348713
26,979.1078331695433,381256,110720,3.4434248554913296,-0.5369906099867819
27,981.6768358574425,393853,113796,3.461044324932335,-0.5392071612560628
28,984.2439194230266,405840,116976,3.46942962659007,-0.5402580827490363
29,986.8090838662953,417433,119900,3.481509591326105,-0.5417675959655021
