,Wavelength (nm),intensity,reference,reflectance,absorption
0,901.1453606559668,46243,14504,3.188292884721456,-0.5035582099561345
1,903.771937013324,52936,16312,3.245218244237371,-0.5112439088654555
2,906.396594248366,58519,17932,3.2633838947133618,-0.5136681658960092
3,909.0193323610927,62870,19360,3.247417355371901,-0.5115381073778126
4,911.6401513515042,66947,20528,3.2612529228371003,-0.5133844813367802
5,914.2590512196005,70785,21740,3.2559797608095677,-0.5126816966483548
6,916.8760319653812,74749,22992,3.251087334725122,-0.5120286362078298
7,919.491093588847,79062,24436,3.2354722540513996,-0.5099376798608876
8,922.1042360899974,84021,26088,3.2206761729530817,-0.5079470603150159
9,924.7154594688325,89816,27952,3.21322266742988,-0.5069408219988837
10,927.3247637253523,95988,29924,3.207726239807512,-0.5061972967648065
11,929.9321488595568,103415,32008,3.230911022244439,-0.5093249979184964
12,932.5376148714462,111371,34596,3.219187189270436,-0.5077462307718508
13,935.1411617610203,120492,37356,3.2255059428204302,-0.5085978463949242
14,937.7427895282791,130205,40296,3.2312140162795315,-0.5093657240377845
15,940.3424981732226,140376,43244,3.24613819258163,-0.5113670043990658
16,942.9402876958508,150861,46216,3.2642591310368703,-0.5137846276285026
17,945.5361580961638,160973,49204,3.2715429639866676,-0.5147526281036796
18,948.1301093741615,170759,52000,3.2838269230769233,-0.5163802591863021
19,950.7221415298441,180274,54688,3.296408718548859,-0.5180410541190339
20,953.3122545632111,189435,57264,3.3080993294216263,-0.5195785412590035
21,955.900448474263,198487,59708,3.3242949018556978,-0.5216995435620315
22,958.4867232629997,207670,62132,3.342400051503251,-0.5240584293283042
23,961.0710789294211,216919,64536,3.361209247551754,-0.5264955497287359
24,963.6535154735272,226396,67272,3.365382328457605,-0.5270344099291743
25,966.234032895318,236040,69968,3.3735421907157557,-0.5280861459661798
26,968.8126311947937,245802,72620,3.384770035802809,-0.5295291676815769
27,971.389310371954,255505,75232,3.3962276690769886,-0.5309967958562678
28,973.964070426799,265593,77808,3.4134407772979642,-0.533192372306836
29,976.5369113593288,275474,80344,3.4286816688240567,-0.5351271655200999
30,979.1078331695433,285115,82772,3.444582709128691,-0.5371366172161807
31,981.6768358574425,294355,85088,3.459418484392629,-0.5390031016122806
32,984.2439194230266,303232,87484,3.466142380320973,-0.5398463984580196
33,986.8090838662953,311789,89688,3.4763736508786014,-0.541126449535418
34,989.3723291872486,320045,91696,3.49028310940499,-0.5428606555739803
