,Wavelength (nm),intensity,reference,reflectance,absorption
0,900.4884167037656,37608,11824,3.1806495263870094,-0.5025158171294456
1,903.1154728417017,43405,13304,3.26255261575466,-0.5135575243456171
2,905.7406098573225,47724,14704,3.245647442872688,-0.5113013429915692
3,908.3638277506282,52144,15864,3.286938981341402,-0.5167916419238228
4,910.9851265216184,55336,16848,3.2844254510921176,-0.5164594088292133
5,913.6045061702933,58214,17792,3.271919964028777,-0.5148026716478847
6,916.2219666966531,61381,18784,3.267727853492334,-0.5142458799754027
7,918.8375081006976,65063,19888,3.2714702333065167,-0.5147429730618499
8,921.4511303824268,69571,21140,3.290964995269631,-0.5173232628953792
9,924.0628335418407,74316,22704,3.2732558139534884,-0.5149799479437973
10,926.6726175789394,78423,24316,3.225160388221747,-0.5085513171069883
11,929.2804824937228,85057,26072,3.2623887695612153,-0.5135357134224204
12,931.886428286191,91342,28140,3.2459843638948116,-0.5113464234721732
13,934.4904549563439,98154,30388,3.230025009872318,-0.50920588505788
14,937.0925625041814,106326,32872,3.234546118276953,-0.5098133477072718
15,939.6927509297037,114733,35340,3.2465478211658176,-0.5114218043489176
16,942.2910202329108,124314,37796,3.289078209334321,-0.5170742004752047
17,944.8873704138026,132914,40276,3.3000794517826995,-0.51852439595529
18,947.4818014723792,139792,42632,3.2790392193657345,-0.5157466111348304
19,950.0743134086404,148476,44900,3.306815144766147,-0.5194099179702816
20,952.6649062225864,156167,47032,3.320441401598911,-0.521195820311409
21,955.2535799142172,162833,49080,3.3177057864710675,-0.5208378702424423
22,957.8403344835326,170895,51092,3.344848508572771,-0.524376452931714
23,960.4251699305329,178508,53092,3.3622391320726286,-0.5266285984688042
24,963.0080862552177,187644,55300,3.393200723327306,-0.5306095509080254
25,965.5890834575874,195289,57564,3.3925543742616915,-0.530526817054713
26,968.1681615376418,201518,59776,3.3712192184154177,-0.5277869940672928
27,970.745320495381,211557,61960,3.414412524209167,-0.5333159907577767
28,973.3205603308048,219174,64120,3.4181846537741736,-0.533795520043309
29,975.8938810439133,226404,66236,3.4181411921009723,-0.5337899980230685
30,978.4652826347067,234655,68308,3.4352491655442994,-0.535958242791926
31,981.0347651031848,242711,70248,3.455059218767794,-0.5384554954623659
32,983.6023284493476,251758,72236,3.4852151281909296,-0.5422295904979212
33,986.167972673195,258638,74156,3.4877555423701385,-0.542546037521928
34,988.7316977747273,263134,75844,3.4694108960497863,-0.5402557381007448
35,991.2935037539444,271776,77384,3.5120438333505635,-0.5455599276393828
36,993.8533906108461,276921,78812,3.5136908085063188,-0.5457635425697893
37,996.4113583454325,281280,80040,3.5142428785607196,-0.5458317734295041
38,998.9674069577037,286552,81244,3.5270543055487176,-0.5474121464887484
39,1001.5215364476596,291048,82388,3.5326503859785405,-0.5481006589595048
40,1004.0737468153003,296573,83364,3.557566815411928,-0.5511530654090872
