,Wavelength (nm),intensity,reference,reflectance,absorption
0,1000.2892109654294,-19,510560,,
1,1004.1040693206887,107,516764,0.00020705776718192443,3.683908473536488
2,1006.6449008910107,111,520400,0.00021329746348962338,3.6710143091028913
3,1010.4525372467173,34,525008,6.476091792886966e-05,4.188687004133957
4,1012.9885541506707,61,527424,0.0001156564737289164,3.9368300531133444
5,1016.7889685068244,-12,530108,,
6,1019.3201707444091,-22,531408,,
7,1021.8494471154465,110,532672,0.00020650606752372944,3.6850671834586106
8,1025.6397506722262,-42,534620,,
9,1028.1642123768952,108,536176,0.00020142639730237833,3.695883614956558
10,1031.947293934122,9,537276,1.6751166997967524e-05,4.775954931724269
11,1034.4669409724222,1,537588,1.8601605690603212e-06,5.730449565864317
12,1038.242800530096,77,537616,0.00014322490402071366,3.8439814601119573
13,1040.7576329020278,-67,537464,,
14,1044.526270460149,32,537080,5.958144038132122e-05,4.224889001924966
15,1047.036288165712,-83,536172,,
16,1050.7977037242804,74,534028,0.00013856951320904523,3.8583323086958883
17,1053.3029067634748,89,533108,0.00016694553448832133,3.7774251930996843
18,1055.8061839361221,-22,532376,,
19,1059.5574886953164,-54,531420,,
20,1062.0559512015948,18,530992,3.389881580136801e-05,4.469815472885832
21,1065.8000339612363,-35,530720,,
22,1068.2936818011462,80,530780,0.0001507215795621538,3.821824563121178
23,1072.030542561235,-143,531160,,
24,1074.5193757347763,-19,530976,,
25,1078.2490144953122,121,531516,0.00022765071982781327,3.642730972121647
26,1080.733033002485,49,532264,9.205957945681091e-05,4.035931013365611
27,1084.4554497634676,-56,533968,,
28,1086.9346536042722,60,535252,0.00011209673200660623,3.950407048352269
29,1090.649848365702,-116,536716,,
30,1093.1242375401378,60,538232,0.00011147609209411555,3.95281826431924
31,1095.596700848026,26,539956,4.815207165028261e-05,4.317385023452597
32,1099.3017848100822,204,542956,0.00037572105290299766,3.425134469287336
33,1101.7694334516018,36,545076,6.604583581005217e-05,4.1801545594533485
34,1105.4672954141051,11,547836,2.0079001745047786e-05,4.697257882532697
35,1107.9301293892563,-41,549660,,
36,1111.6207693522065,-43,552512,,
37,1114.0787886609892,92,554496,0.0001659164358264081,3.780110590255596
38,1117.7622066243866,107,557392,0.00019196543904469385,3.7167769535008524
39,1120.2154112668006,68,558920,0.00012166320761468547,3.9148407376758727
40,1123.8916072306451,-80,561472,,
41,1126.339997206691,52,563324,9.230922169124696e-05,4.03475491078807
42,1128.7864613161887,-26,565216,,
43,1132.4525464806593,0,568416,,
44,1134.8941959237889,13,570532,2.278575084307278e-05,4.6423366558403405
45,1138.5530590887065,172,573236,0.0003000509388803215,3.522805009958025
46,1140.9898938654674,116,575260,0.00020164795049195148,3.695406187713191
47,1144.6415350308325,-64,578484,,
48,1147.073555141225,106,580648,0.00018255466306609167,3.73860706921654
49,1150.717974307037,25,583640,4.283462408333905e-05,4.368205040114783
50,1153.1451797510606,-129,585964,,
51,1156.7823769173199,58,589744,9.83477576711251e-05,4.007235537545951
52,1159.204767694975,39,592428,6.583078450039498e-05,4.1815709694231495
53,1161.6252326060828,79,595348,0.00013269549910304562,3.877143807714777
54,1165.2523189729682,-10,600000,,
55,1167.6679692177072,91,603316,0.00015083306260732352,3.821503450680657
56,1171.2878335850396,16,608376,2.629952529356845e-05,4.5800520904548945
57,1173.6986691634104,54,611844,8.825779120167886e-05,4.054246945696056
58,1177.3113115311899,98,617532,0.00015869622950713484,3.7994333916049383
59,1179.717332443192,2,621280,3.219160442956477e-06,5.4922573775379915
60,1183.3227528114185,-2,628292,,
61,1185.723959057052,99,632688,0.00015647522949700326,3.805554402808959
62,1189.322157425726,35,639664,5.47162260186598e-05,4.261883865158448
63,1191.7185490049908,116,644816,0.0001798962804893179,3.7449778159744267
64,1195.3095253741117,-24,652792,,
65,1197.7011022870083,-74,658476,,
66,1200.090753333357,92,664176,0.00013851750138517503,3.8584953509690814
