Wavelength (nm),bf1,bf2,bf11,bf12,bf13
1294.0,-7e-05,0.4012627671401479,0.40088658783722575,0.4006694214960884,0.40094052182933504
1296.0,-0.00017,0.4009272874976865,0.4008930699374039,0.4006491619713057,0.40065362247263736
1299.0,-4e-05,0.4011261114267468,0.4007804590347117,0.4006446368196104,0.40089712288795437
1301.0,-0.00013000000000000002,0.4010501241066556,0.40018795421098985,0.4008006813606821,0.4005469836839666
1303.0,-0.00019,0.4007731925998309,0.4008197258134083,0.40055949468596136,0.4006089120673733
1307.0,2e-05,0.4011014821148116,0.40059724832958415,0.40078409429945705,0.4009536287945331
1309.0,-0.00018,0.4006492286819527,0.4004333186012907,0.4005081552742145,0.4007557838740472
1311.0,-0.00012,0.4006513621233623,0.40036464515173575,0.4003546134853959,0.4004807427193916
1314.0,-0.00016,0.4006792852584249,0.4002643834807056,0.400462517356793,0.4004696461591606
1316.0,-0.00022,0.4004584367540816,0.4001389297565532,0.4001815171108265,0.40037321190192093
1318.0,-0.00024,0.4003594953751092,0.4001430219562351,0.400083616750997,0.4002151677742079
1321.0,-9e-05,0.4003333486286259,0.4001345736220368,0.4000260611273527,0.40025298181925606
1324.0,-0.00019,0.4003726999627612,0.3999389437796956,0.3998940487906686,0.39991228682023466
1326.0,-0.00022,0.4001741711969386,0.400007567519094,0.3999571789958971,0.4000747613121791
1329.0,-3e-05,0.4000890351890689,0.3999704042840288,0.4000527446484994,0.3999676133587838
1331.0,-0.00027,0.4000203447805957,0.3997349109746567,0.3998365317508435,0.3998407084558424
1333.0,-0.0001,0.40006463050760455,0.3996141953952437,0.3997128618923656,0.39966977939720144
1336.0,-0.0002,0.39980531026803456,0.3994540881279663,0.3997344876868571,0.39973865340135295
1338.0,-0.0002,0.39992133750863584,0.3995052150608036,0.39957870103522697,0.3997742620223107
1341.0,-0.00014,0.39957121107224064,0.399431374892155,0.399431374892155,0.39960444609320817
1344.0,-0.00013000000000000002,0.3992665886655104,0.3991518541097882,0.3992624411053384,0.39923202687431203
1346.0,-0.00029,0.3992629265325046,0.3988702439324519,0.3989407347280648,0.39924217737065215
1348.0,-0.00013000000000000002,0.3990887957412051,0.3989794541337707,0.3990957170224937,0.3990708009260574
1350.0,-0.00019,0.39900284490078586,0.3987739837797649,0.3988197463567099,0.3989071246689061
1353.0,-0.00024,0.398700189804428,0.3986751626694991,0.39852225039679023,0.3986459661681317
1355.0,-0.0002,0.3988017939421963,0.3986637152378718,0.3986330370422339,0.3986414036079476
1358.0,-0.00027,0.39855201793860784,0.3983417526754768,0.3983543657208927,0.398619324328809
1361.0,-0.00032,0.3983671949555349,0.39818281731777616,0.3983615639452736,0.3981391974194448
1363.0,-0.00024,0.3982706650190977,0.39772818181143,0.3982084711000603,0.39819575071376917
1365.0,-0.00024,0.3980444177060637,0.3978642710879565,0.3976147425511676,0.3980316489498877
1367.0,-0.00023,0.3977888105184473,0.3976891794936235,0.3976464874788008,0.3978628369356212
1370.0,-0.00023,0.39761291783451663,0.3975229753378485,0.3975558093286168,0.3977200165280351
1372.0,-0.00029,0.3975602482220104,0.3971275426791704,0.397283668142057,0.3973839618047747
1375.0,-0.0003,0.3970280343103549,0.3967813764727132,0.3968102181094662,0.3971261594117628
1378.0,-0.00022,0.3967937533947024,0.39678214357095226,0.3968387443934176,0.39700133136780746
1380.0,-0.00021,0.3966342513153485,0.3965101118878284,0.3965174132249149,0.3967496597838822
1382.0,-0.00027,0.3966350209804684,0.3963483962690561,0.3964512654277975,0.39658797215425123
1384.0,-0.00027,0.3964935755254489,0.3962261359745812,0.3962985204811486,0.3959765758090552
1387.0,-0.00035,0.39578642381959744,0.3958175805553936,0.3956825841738814,0.3959793347709436
1389.0,-0.00031,0.3956330019883561,0.3954511397459444,0.39529170027719,0.3955182112170825
1392.0,-0.00027,0.3950987680191196,0.3948841188843942,0.3951513206852844,0.3949336438846735
1394.0,-0.00028,0.3949372650603897,0.3947743214586356,0.3948090172878136,0.394941792144349
1397.0,-0.0003,0.3944553437442057,0.3943645124941737,0.3944659419609296,0.39464312188204614
1399.0,-0.00044,0.3942796346344315,0.39419311075216384,0.3941673087206635,0.39429329787596623
1401.0,-0.00031,0.3943902317369477,0.3939521158743004,0.39409506344391176,0.3943445740409608
1403.0,-0.00034,0.3942129968981428,0.3938356921423409,0.3939482407048869,0.39421604101123064
1407.0,-0.00038,0.3938223920374975,0.3932482491898398,0.3937563423312947,0.3938515799916027
1409.0,-0.00036,0.3935591008281532,0.3935467555077888,0.3934217788996047,0.393630093231289
1411.0,-0.00031,0.3934202701490825,0.39299328179117055,0.3930739892289744,0.39345755451275943
1413.0,-0.00038,0.3927930086462476,0.3925744846998522,0.3928429724191623,0.3929460408581113
1416.0,-0.00049,0.3926091824557424,0.3925432420529683,0.39270654135246813,0.3928997534648156
1418.0,-0.00045,0.3925000263292929,0.3922466718101861,0.3924905818941013,0.3925346576822799
1420.0,-0.0005099999999999999,0.3926921776450907,0.3920815613379408,0.39252055179596895,0.39266698061231975
1423.0,-0.00047,0.3925969214269741,0.3921056744203177,0.3924367734999292,0.392666023082626
1426.0,-0.00047,0.3928004811173616,0.3923079787719018,0.3926639675161336,0.3926372974555555
1428.0,-0.00062,0.3925351366267267,0.3921884408495788,0.3924817807971816,0.39252101238684434
1430.0,-0.00041,0.39259258960006,0.3922359543773474,0.3923820294311825,0.39250615329832955
1432.0,-0.00044,0.39241976182701627,0.3921900746024625,0.3922514175194449,0.39258659719097505
1434.0,-0.00056,0.3922550085555323,0.3919196441808566,0.39248503241094573,0.3925212801563951
1437.0,-0.00022,0.3924260189009106,0.391998959960125,0.3921312875686713,0.3927493500839261
1440.0,-0.00034,0.392132258547566,0.3919008006703047,0.3920251742642017,0.3921354084850589
1442.0,-0.00037,0.3921463866494453,0.3917440378428072,0.3919680449106471,0.3919854023936712
1444.0,-0.00047,0.3918444102189562,0.3917907324149113,0.39187283056606975,0.3919786337619807
1447.0,-0.00043,0.3919566624024587,0.3916864111854647,0.3916627129593341,0.3917986003390376
1449.0,-0.0004,0.3920573430821523,0.3915307098072829,0.391650846156918,0.3916160664274286
1451.0,-0.00033,0.391795578106236,0.3916579296000167,0.3915772593750561,0.39184147063831326
1453.0,-0.00029,0.3920525630260937,0.3915727276927555,0.39166453634197895,0.39171994750413985
1456.0,-0.00024,0.3920097216250009,0.39164637293318616,0.3916400289316975,0.3914703612780441
1459.0,-0.00039,0.3913621948183844,0.3912780269126062,0.39127485108458504,0.39128596658426407
1461.0,-0.00033,0.3913494489452613,0.39133990275275415,0.3915197246253322,0.3911712879418978
1463.0,-0.00031,0.3913425449306016,0.3912899453900296,0.3912899453900296,0.3911353714929149
1465.0,-0.00035,0.3914990676141856,0.3912466516225713,0.3912195016794977,0.3912817893627
1467.0,-0.00029,0.3914212254715251,0.3912386916109769,0.3911570565574242,0.39112504699923983
1469.0,-0.00034,0.39121114084402414,0.3910008998548373,0.3909110568881831,0.39093030738789747
1473.0,-0.00035,0.3911900036447056,0.3907759594360577,0.3907824006807467,0.39094990658367673
1475.0,-0.00023,0.3909636616855814,0.39074722432238257,0.3908748124034335,0.39082635681893696
1477.0,-0.00012,0.3908806293343961,0.3906668411548502,0.3908174536907533,0.3906668411548502
1479.0,-0.00033,0.39071015794220737,0.3902958950680408,0.3902861524629824,0.390494042121715
1481.0,-0.00037,0.3905080282663416,0.3900125819750259,0.3902504560355198,0.3902113445007398
1484.0,-0.00023,0.39052622710305657,0.3905295001285666,0.3903936902950708,0.39042313942382617
1486.0,-0.00012,0.390701210476154,0.3904007055376467,0.3904138380202236,0.39031371286923083
1489.0,-0.00017,0.3903425396722917,0.39010009533861945,0.3902122296358954,0.39028315303444405
1491.0,-0.00011,0.3902271879737941,0.3902635772541095,0.3899593243949599,0.3900767010592709
1493.0,-0.00015,0.39021875705288656,0.3898637813663352,0.3894908718994382,0.38971789420118635
1495.0,-0.00016,0.38977985040787183,0.3896983697345377,0.3898896240544715,0.38962355400849236
1498.0,-0.00018,0.3897497949801509,0.3894595770200721,0.38942956553853103,0.3892595396392541
1500.0,-0.00024,0.3896375616432807,0.3892057841540688,0.3893128517192268,0.3893228906568825
1503.0,-0.00026000000000000003,0.3895168314775413,0.3889568625986997,0.3887065395703885,0.3891434386797627
1505.0,-0.00014,0.3891657745614686,0.3889769046797049,0.3889785906545757,0.3888302499150088
1507.0,-7e-05,0.3892033925722089,0.3887854820118979,0.3887110785868545,0.38859611654180765
1509.0,-0.00019,0.3891394537291682,0.38872338880165785,0.3886164650731663,0.3886775611231163
1511.0,-0.00013000000000000002,0.3886789218870949,0.3882497283015468,0.3886891459534338,0.3884404286436349
1514.0,-7e-05,0.3888556940806711,0.38848753542281983,0.3884652846695148,0.3884259207445771
1516.0,-0.00024,0.3886953176491981,0.3884062788910062,0.3881689980187572,0.3882601122960327
1519.0,-0.00016,0.38824967518104575,0.3879394369690495,0.3878788017606848,0.38804166977360033
1521.0,-7e-05,0.3881755738714778,0.3876527264044552,0.3873932792603312,0.38757609501212864
1523.0,-0.00028,0.3875989640064799,0.3871711947241728,0.3870415446424823,0.38725881804671397
1525.0,-0.00013000000000000002,0.3873603855056855,0.38672049734805697,0.3871416950817507,0.3869072543026414
1527.0,-0.00016,0.3869621516068785,0.3864777043691096,0.3866533205933612,0.3866994538025199
1530.0,-0.0001,0.3869014387013252,0.3863975566267525,0.3860369788539729,0.38640112820085476
1532.0,-0.00029,0.3862168495061893,0.3859566666722334,0.38586877804368586,0.3860876357880795
1535.0,-0.00016,0.38581557463461336,0.3855132907746149,0.3853312935621205,0.38547142466165674
1537.0,-0.00025,0.3856776526811817,0.3848860604777957,0.38493549274221706,0.3850874864272824
1539.0,-0.0002,0.3851018014032313,0.3850279308046388,0.3846347813242595,0.3846181772085955
1541.0,-0.00015,0.3849064696852497,0.38475011339523385,0.3845640483215239,0.38477244656194187
1543.0,-0.00011,0.3846166882209843,0.3839563895540149,0.3842282659992331,0.38416637570885404
1545.0,-0.00016,0.3839065694866295,0.3835963712885617,0.3835207467894301,0.3836209520864225
1547.0,-0.00015,0.38371328738612,0.3836655695345669,0.3830419023460874,0.3830857395758497
1551.0,-0.00017,0.3833322541073456,0.3829939033195728,0.3827601119644439,0.383042223010442
1553.0,3e-05,0.3829246308886291,0.38278607847703416,0.38227908042517106,0.3825481056854946
1555.0,-0.0001,0.3824957657259051,0.3822987603144927,0.3823539128222014,0.3821687856804523
1557.0,-7e-05,0.3822756753412876,0.3817805080474901,0.381887845793636,0.38200316404103846
1559.0,-6e-05,0.3815737219538655,0.3812786065089414,0.3813227606878049,0.3814351734038778
1561.0,-0.00022,0.38147370887782345,0.3808893278260221,0.3812483855412917,0.38133971875042655
1563.0,-0.00033,0.3809246205136125,0.3804305786998879,0.3805986128424056,0.380446969413031
1566.0,-0.00021,0.3804482828290975,0.37995663179068734,0.3801044852291252,0.3798067472962073
1568.0,-4e-05,0.38027694693459024,0.3792471863432721,0.3793481591323585,0.3798281007359806
1570.0,-5e-05,0.3797091615645334,0.37921723857772255,0.3793002514252841,0.3790299858118965
1573.0,-0.00023,0.3792187481505247,0.3789688701116748,0.3790442492033492,0.378635205597018
1575.0,-0.00017,0.3788312071236486,0.37855013504136464,0.3783497916024973,0.37819959465066183
1577.0,5e-05,0.3784013228545972,0.3777977321146659,0.3778813916929174,0.37784836624999124
1579.0,-7e-05,0.3779449920271105,0.3776149606729295,0.3776015863118529,0.3775480929858817
1582.0,-7e-05,0.3770714669579032,0.37667900380122815,0.3770465020919461,0.3765928455075298
1584.0,-5e-05,0.3770636403967965,0.3764340548296177,0.3765695454405941,0.37635599468844516
1586.0,-0.00013000000000000002,0.37674008948781496,0.37595129425276935,0.37591177584807695,0.3761047527372345
1588.0,-0.00016,0.3764052804231039,0.3756369678123933,0.3752909642396067,0.3754109750693328
1590.0,-0.00015,0.3759138626235741,0.37541275630372906,0.3752339297927475,0.3751266692198991
1592.0,-8e-05,0.3755244295200521,0.3751738010199921,0.3748910863100398,0.37474376099965834
1595.0,-0.0002,0.3744411140871728,0.3741011613848417,0.3741898190469803,0.3743203757728208
1597.0,-0.00016,0.3742447217828044,0.3740049442862593,0.3738950904940234,0.3735981250462417
1599.0,-0.00022,0.37396706969176974,0.3736430448825933,0.3732080168869419,0.37320801688694194
1602.0,1e-05,0.37351217805950576,0.37359684810714217,0.3729686304517539,0.3734531753624197
1604.0,-0.00043,0.3731118339846258,0.3726594032306346,0.3725294815241477,0.3724723282839973
1606.0,-0.00014,0.37284461450378337,0.37269112269531335,0.3727149368342087,0.37247685418704485
1608.0,-0.00013000000000000002,0.37279888547923024,0.3723659938509054,0.3721336929780073,0.37232059195747597
1611.0,-0.00026000000000000003,0.3721359631425525,0.37162159714571535,0.3714083686573009,0.3713345831807571
1613.0,-0.00016,0.3721738657787803,0.3718876896533465,0.3714324193869593,0.3715267654785117
1615.0,-0.00018,0.3715506212859573,0.37137574138570506,0.37109664358863104,0.37122630308560944
1617.0,-0.00026000000000000003,0.3709775376523068,0.3711780813143542,0.3712898529659874,0.3712439944494594
1619.0,-0.00021,0.3711689327657454,0.3707579105618163,0.3705773004517041,0.3702890625194299
1621.0,-0.00057,0.370933049519261,0.3707699542665364,0.3700293831736559,0.37022773238952444
1623.0,-0.00022,0.3706842121989397,0.3704825248884836,0.37026889871400825,0.3701094997576241
1626.0,-0.00012,0.3701388264613024,0.3703435667547079,0.3698102030021292,0.37015123221669577
1628.0,-9e-05,0.3702902207879308,0.370166989338816,0.3695576658138444,0.3695103448470375
1630.0,-0.00041,0.3693432556547157,0.3690538181805925,0.3692821361230616,0.3687902763160861
1632.0,-0.00026000000000000003,0.3696688131436498,0.3688549927270954,0.36911734885459657,0.36871076438419387
1634.0,-0.0004,0.3695859485053838,0.3688889486548771,0.3685642875290946,0.36840037567718326
1636.0,-0.00024,0.3693485642904112,0.3684878309418979,0.3695332293012077,0.36861410166027303
